,Title,Poem,Poet,Tags
56,"
                    Six Songs of Love, Constancy, Romance, Inconstancy, Truth, and Marriage
                ","
Oh! yet one smile, tho' dark may lower 
Around thee clouds of woe and ill, 
Let me yet feel that I have power, 
Mid Fate's bleak storms, to soothe thee still. 
Tho' sadness be upon thy brow, 
Yet let it turn, dear love, to me, 
I cannot bear that thou should'st know 
Sorrow I do not share with thee. 
True love's wreath is of mountain flowers, 
They stand the storm and brave the blast, 
And blossom on, so love like ours 
Is sweetest when all else is past. 
Too well I know what storms have frowned, 
And now frown on life's troubled tide; 
Still darker let them gather round, 
They have no power on hearts so tried. 
Then say not that you may not bear, 
To shadow spirit light as mine; 
I shall not shrink, or fear to share 
The darkest fate if it be thine!
 
 Oh! say not love was never made 
For heart so light as mine; 
Must love then seek the cypress shade, 
Rear but a gloomy shrine. 
Oh! say not, that for me more meet 
The revelry of youth; 
Or that my wild heart cannot beat 
With deep devoted truth. 
Tho' mirth may many changes ring, 
'Tis but an outward show, 
Even upon the fond dove's wing 
Will varying colours glow. 
Light smiles upon my lip may gleam 
And sparkle o'er my brow, 
'Tis but the glisten of the stream 
That hides the gold below. 
'Tis love that gilds the mirthful hour, 
That lights the smile for me, 
Those smiles would instant lose their power, 
Did they not glance on thee!
 
 Oh! come to my slumber 
Sweet dreams of my love, 
I have hung the charmed wreath 
My soft pillow above. 
The roses are linked 
In a chain pure and white; 
And the rose-leaves are wet 
With the dew drops of night. 
The moon was on high 
As I gather'd each flower; 
The dew that then falls 
Has a magical power. 
The Spirit of slumber 
Those roses has blest; 
And sweet are the visions 
They'll bring to my rest. 
Be their spell on my soul, 
So they let me but see 
His dark eyes flash in love 
And his smile glance on me. 
Let sleep bring the image 
Of him far away; 
'Tis worth all the tears 
I shed for him by day. 
I have hung the charmed wreath 
My soft pillow above; 
Then come to my slumber, 
Sweet dreams of my love!
 
 
How vain to cast my love away 
On bosom false as thine; 
The floweret's bloom, that springs in May, 
Would be a safer shrine 
To build my fondest hopes upon, 
Tho' fragile it may be. 
That flower's smile is not sooner gone 
Than love that trusts to thee. 
Love asks a calm, a gentle home, 
Or else its life is o'er; 
If once you let its pinions roam, 
Oh! then 'tis love no more. 
The aspin's changefuI shade can be 
No shelter for the dove; 
And hearts as varying as that tree, 
Are sure no place for love. 
Hope linger'd long and anxiously, 
O'er failing faith, but now 
I give thee back each heartless sigh, 
Give back each broken vow. 
I'll trust the stay of tulip dyes, 
The calm of yon wild sea, 
The sunshine of the April skies, 
But never more to thee! 
 
 Oh! would that love had power to raise 
A little isle for us alone, 
With fairy flowers, and sunny rays, 
The blue sea wave its guardian zone. 
No other step should ever press 
This hidden Eden of the heart, 
And we would share its loveliness, 
From every other thing apart. 
The rose and violet should weep, 
Whene'er our leafy couch was laid, 
The lark should wake our morning sleep, 
The bulbul sing our serenade. 
And we would watch the starry hours, 
And call the moon to hear our vows, 
And we would cull the sweetest flowers, 
And twine fresh chaplets for our brows. 
 
 
I thought thus of the flowers, the moon, 
This fairy isle for you and me; 
And then I thought how very soon 
How very tired we should be.
 
                   Matrimonial Creed.
HE must be rich whom I could love, 
His fortune clear must be, 
Whether in land or in the funds, 
'Tis all the same to me. 
He must be old whom I could love, 
Then he'll not plague me long; 
In sooth 'twill he a pleasant sight,
To see him borne along 
To where the croaking ravens lurk, 
And where the earth worms dwell: 
A widow's hood will suit my face,
And black becomes me well. 
And he must make a settlement, 
I'll have no man without; 
And when he writes his testament, 
He must not leave me out. 
Oh! such a man as this would suit 
Each wish I here express; 
If he should say, — Will you have me? 
I'll very soon say — Yes! ⁠
 
",Letitia Elizabeth Landon,"Living,Marriage & Companionship,Love,Desire,Romantic Love,Relationships,Men & Women,Social Commentaries,Money & Economics"
57,"
                    Erinna
                ","




Was she of spirit race, or was she one
Of earth's least earthly daughters, one to whom
A gift of loveliness and soul is given,
Only to make them wretched?

There is an antique gem, on which her brow
Retains its graven beauty even now.
Her hair is braided, but one curl behind
Floats as enamour'd of the summer wind;
The rest is simple. Is she not too fair
Even to think of maiden's sweetest care?
The mouth and brow are contrasts. One so fraught
With pride, the melancholy pride of thought
Conscious of power, and yet forced to know
How little way such power as that can go;
Regretting, while too proud of the fine mind,
Which raises but to part it from its kind:
But the sweet mouth had nothing of all this;
It was a mouth the rose had lean'd to kiss
For her young sister, telling, now though mute,
How soft an echo it was to the lute.
The one spoke genius, in its high revealing;
The other smiled a woman's gentle feeling.
It was a lovely face: the Greek outline
Flowing, yet delicate and feminine;
The glorious lightning of the kindled eye,
Raised, as it communed with its native sky.
A lovely face the spirit's fitting shrine;
The one almost, the other quite divine.




My hand is on the lyre which never more
With its sweet commerce, like a bosom friend,
Will share the deeper thoughts which I could trust
Only to music and to solitude.
It is the very grove, the olive grove,
Where first I laid my laurel crown aside,
And bathed my fever'd brow in the cold stream;
As if that I could wash away the fire
Which from that moment kindled in my heart.
I well remember how I flung myself,
Like a young goddess, on a purple cloud
Of light and odour — the rich violets
Were so ethereal in bloom and breath:
And I — I felt immortal, for my brain
Was drunk and mad with its first draught of fame.
'Tis strange there was one only cypress tree,
And then, as now, I lay beneath its shade.
The night had seen me pace my lonely room,
Clasping the lyre I had no heart to wake,
Impatient for the day: yet its first dawn
Came cold as death; for every pulse sank down,
Until the very presence of my hope
Became to me a fear.    The sun rose up;
I stood alone 'mid thousands: but I felt
Mine inspiration; and, as the last sweep
Of my song died away amid the hills,
My heart reverb'rated the shout which bore
To the blue mountains and the distant heavenErinna's name, and on my bended knee,
Olympus, I received thy laurel crown.
 
   And twice new birth of violets have sprung,
Since they were first my pillow, since I sought
In the deep silence of the olive grove
The dreamy happiness which solitude
Brings to the soul o'erfill'd with its delight:
For I was like some young and sudden heir
Of a rich palace heap'd with gems and gold,
Whose pleasure doubles as he sums his wealth
And forms a thousand plans of festival;
Such were my myriad visions of delight.
The lute, which hitherto in Delphian shades
Had been my twilight's solitary joy,
Would henceforth be a sweet and breathing bond
Between me and my kind.    Orphan unloved,
I had been lonely from my childhood's hour,
Childhood whose very happiness is love:
But that was over now; my lyre would be
My own heart's true interpreter, and those
To whom my song was dear, would they not bless
The hand that waken'd it? I should be loved
For the so gentle sake of those soft chords
Which mingled others' feelings with mine own.
 
    Vow'd I that song to meek and gentle thoughts,
To tales that told of sorrow and of love,
To all our nature's finest touches, all
That wakens sympathy: and I should be
Alone no longer; every wind that bore,
And every lip that breathed one strain of mine,
Henceforth partake in all my joy and grief.
Oh! glorious is the gifted poet's lot,
And touching more than glorious: 'tis to be
Companion of the heart's least earthly hour;
The voice of love and sadness, calling forth
Tears from their silent fountain: 'tis to have
Share in all nature's loveliness; giving flowers
A life as sweet, more lasting than their own;
And catching from green wood and lofty pine
Language mysterious as musical;
Making the thoughts, which else had only been
Like colours on the morning's earliest hour,
Immortal, and worth immortality;
Yielding the hero that eternal name
For which he fought; making the patriot's deed
A stirring record for long after-time;
Cherishing tender thoughts, which else had pass'd
Away like tears; and saving the loved dead
From death's worst part — its deep forgetfulness.
 
From the first moment when a falling leaf,
Or opening bud, or streak of rose-touch'd sky,
Waken'd in me the flush and flow of song,
I gave my soul entire unto the gift
I deem'd mine own, direct from heaven; it was
The hope, the bliss, the energy of life;
I had no hope that dwelt not with my lyre,
No bliss whose being grew not from my lyre,
No energy undevoted to my lyre.
It was my other self that had a power;
Mine, but o'er which I had not a control.
At times it was not with me, and I felt
A wonder how it ever had been mine:
And then a word, a look of loveliness,
A tone of music, call'd it into life;
A song came gushing, like the natural tears,
To check whose current does not rest with us.
 
    Had I lived ever in the savage woods,
Or in some distant island, which the sea
With wind and wave guards in deep loneliness;
Had my eye never on the beauty dwelt
Of human face, and my ear never drank
The music of a human voice; I feel
My spirit would have pour'd itself in song,
Have learn'd a language from the rustling leaves,
The singing of the birds, and of the tide.
Perchance, then, happy had I never known
Another thought could be attach'd to song
Than of its own delight.    Oh! let me pause
Over this earlier period, when my heart
Mingled its being with its pleasures, fill'd
With rich enthusiasm, which once flung
Its purple colouring o'er all things of earth,
And without which our utmost power of thought
But sharpens arrows that will drink our blood.
Like woman's soothing influence o'er man
Enthusiasm is upon the mind;
Softening and beautifying that which is
Too harsh and sullen in itself.    How much
I loved the painter's glorious art, which forms
A world like, but more beautiful than, this;
Just catching nature in her happiest mood!
How drank I in fine poetry, which makes
The hearing passionate, fill'd with memories
Which steal from out the past like rays from clouds!
And then the sweet songs of my native vale,
Whose sweetness and whose softness call'd to mind
The perfume of the flowers, the purity
Of the blue sky; oh, how they stirr'd my soul! —
Amid the many golden gifts which heaven
Has left, like portions of its light, on earth
None hath such influence as music hath.
The painter's hues stand visible before us
In power and beauty; we can trace the thoughts
Which are the workings of the poet's mind:
But music is a mystery, and viewless
Even when present, and is less man's act,
And less within his order; for the hand
That can call forth the tones, yet cannot tell
Whither they go, or if they live or die,
When floated once beyond his feeble ear;
And then, as if it were an unreal thing,
The wind will sweep from the neglected strings
As rich a swell as ever minstrel drew.
 
    A poet's word, a painter's touch, will reach
The innermost recesses of the heart,
Making the pulses throb in unison
With joy or grief, which we can analyse;
There is the cause for pleasure and for pain:
But music moves us, and we know not why;
We feel the tears, but cannot trace their source.
Is it the language of some other state,
Born of its memory?    For what can wake
The soul's strong instinct of another world,
Like music?    Well with sadness doth it suit
To hear the melancholy sounds decay,
And think (for thoughts are life's great human links,
And mingle with our feelings) even so
Will the heart's wildest pulses sink to rest.
 
    How have I loved, when the red evening fill'd
Our temple with its glory, first, to gaze
On the strange contrast of the crimson air,
Lighted as if with passion, and flung back,
From silver vase and tripod rich with gems,
To the pale statues round, where human life
Was not, but beauty was, which seem'd to have
Apart existence from humanity:
Then, to go forth where the tall waving pines
Seem'd as behind them roll'd a golden sea
Immortal and eternal; and the boughs,
That darkly swept between me and its light,
Were fitting emblems of the worldly cares
That are the boundary between us and heaven;
Meanwhile, the wind, a wilful messenger
Lingering amid the flowers on his way,
At intervals swept past in melody,
The lutes and voices of the choral hymn
Contending with the rose-breath on his wing!
Perhaps it is these pleasures' chiefest charm,
They are so indefinable, so vague.
From earliest childhood all too well aware
Of the uncertain nature of our joys,
It is delicious to enjoy, yet know
No after-consequence will be to weep.
Pride misers with enjoyment, when we have
Delight in things that are but of the mind:
But half humility when we partake
Pleasures that are half wants, the spirit pines
And struggles in its fetters, and disdains
The low base clay to which it is allied.
But here our rapture raises us: we feel
What glorious power is given to man, and find
Our nature's nobleness and attributes,
Whose heaven is intellect; and we are proud
To think how we can love those things of earth
Which are least earthly; and the soul grows pure
In this high communing, and more divine.
 
    This time of dreaming happiness pass'd by,
Another spirit was within my heart;
I drank the maddening cup of praise, which grew
Henceforth the fountain of my life; I lived
Only in others' breath; a word, a look,
Were of all influence on my destiny:
If praise they spoke, 'twas sunlight to my soul;
Or censure, it was like the scorpion's sting.
 
And yet a darker lesson was to learn —
The hollowness of each: that praise, which is
But base exchange of flattery; that blame,
Given by cautious coldness, which still deems
'Tis safest to depress; that mockery,
Flinging shafts but to show its own keen aim;
That carelessness, whose very censure's chance;
And, worst of all, the earthly judgment pass'd
By minds whose native clay is unredeem'd
By aught of heaven, whose every thought falls foul
Plague-spot on beauty which they cannot feel,
Tainting all that it touches with itself.
O dream of fame, what hast thou been to me
But the destroyer of life's calm content!
I feel so more than ever, that thy sway
Is weaken'd over me. Once I could find
A deep and dangerous delight in thee;
But that is gone.    I am too much awake.
Light has burst o'er me, but not morning's light;
'Tis such light as will burst upon the tomb,
When all but judgment's over.    Can it be,
That these fine impulses, these lofty thoughts,
Burning with their own beauty, are but given
To make me the low slave of vanity,
Heartless and humbled?     O my own sweet power,
Surely thy songs are made for more than this!
What a worst waste of feeling and of life
Have been the imprints of my roll of time,
Too much, too long!    To what use have I turn'd
The golden gifts in which I pride myself?
They are profaned; with their pure ore I made
A temple resting only on the breath
Of heedless worshippers.    Alas! that ever
Praise should have been what it has been to me —
The opiate of my heart.    Yet I have dream'd
Of things which cannot be; the bright, the pure,
That all of which the heart may only dream;
And I have mused upon my gift of song,
And deeply felt its beauty, and disdain'd
The pettiness of praise to which at times
My soul has bow'd; and I have scorn'd myself
For that my cheek could burn, my pulses beat
At idle words.    And yet it is in vain
For the full heart to press back every throb
Wholly upon itself.    Ay, fair as are
The visions of a poet's solitude,
There must be something more for happiness;
They seek communion.    It had seem'd to me
A miser's selfishness, had I not sought
To share with others those impassion'd thoughts,
Like light, or hope, or love, in their effects.
When I have watch'd the stars write on the sky
In characters of light, have seen the moon
Come like veiled priestess from the east,
While, like a hymn, the wind swell'd on mine ear,
Telling soft tidings of eve's thousand flowers,
Has it not been the transport of my lute
To find its best delight in sympathy?
Alas! the idols which our hopes set up,
They are Chaldean ones, half gold, half clay;
We trust we are deceived, we hope, we fear,
Alike without foundation; day by day
Some new illusion is destroyed, and life
Gets cold and colder on towards its close.
Just like the years which make it, some are check'd
By sudden blights in spring; some are dried up
By fiery summers; others waste away
In calm monotony of quiet skies,
And peradventure these may be the best:
They know no hurricanes, no floods that sweep
As a God's vengeance were upon each wave;
But then they have no ruby fruits, no flowers
Shining in purple, and no lighted mines
Of gold and diamond.    Which is the best, —
Beauty and glory, in a southern clime,
Mingled with thunder, tempest; or the calm
Of skies that scarcely change, which, at the least,
If much of shine they have not, have no storms?
I know not: but I know fair earth or sky
Are self-consuming in their loveliness,
And the too radiant sun and fertile soil
In their luxuriance run themselves to waste,
And the green valley and the silver stream
Become a sandy desert.    O! the mind,
Too vivid in its lighted energies,
May read its fate in sunny Araby.
How lives its beauty in each Eastern tale,
Its growth of spices, and its groves of balm!
They are exhausted; and what is it now?
A wild and burning wilderness.    Alas!
For such similitude. Too much this is
The fate of this world's loveliest and best.
 
    Is there not a far people, who possess
Mysterious oracles of olden time,
Who say that this earth labours with a curse,
That it is fallen from its first estate,
And is now but the shade of what it was?
I do believe the tale.    I feel its truth
In my vain aspirations, in the dreams
That are revealings of another world,
More pure, more perfect than our weary one,
Where day is darkness to the starry soul.
 
    O heart of mine! my once sweet paradise
Of love and hope! how changed thou art to me!
I cannot count thy changes: thou hast lost
Interest in the once idols of thy being;
They have departed, even as if wings
Had borne away their morning; they have left
Weariness, turning pleasure into pain,
And too sure knowledge of their hollowness.
 
    And that too is gone from me; that which was
My solitude's delight!    I can no more
Make real existence of a shadowy world.
Time was, the poet's song, the ancient tale,
Were to me fountains of deep happiness,
For they grew visible in my lonely hours,
As things in which I had a deed and part;
Their actual presence had not been more true:
But these are bubbling sparkles, that are found
But at the spring's first source.    Ah! years may bring
The mind to its perfection, but no more
Will those young visions live in their own light;
Life's troubles stir life's waters all too much,
Passions chase fancies, and though still we dream,
The colouring is from reality.
 
    Farewell, my lyre! thou hast not been to me
All I once hoped.    What is the gift of mind,
But as a barrier to so much that makes
Our life endurable, — companionship,
Mingling affection, calm and gentle peace,
Till the vex'd spirit seals with discontent
A league of sorrow and of vanity,
Built on a future which will never be!
 
    And yet I would resign the praise that now
Makes my cheek crimson, and my pulses beat,
Could I but deem that when my hand is cold,
And my lip passionless, my songs would be
Number'd mid the young poet's first delights;
Read by the dark-eyed maiden in an hour
Of moonlight, till her cheek shone with its tears;
And murmur'd by the lover when his suit
Calls upon poetry to breathe of love.
I do not hope a sunshine burst of fame,
My lyre asks but a wreath of fragile flowers.
I have told passionate tales of breaking hearts,
Of young cheeks fading even before the rose;
My songs have been the mournful history
Of woman's tenderness and woman's tears;
I have touch'd but the spirit's gentlest chords, —
Surely the fittest for my maiden hand; —
And in their truth my immortality.
 
    Thou lovely and lone star, whose silver light,
Like music o'er the waters, steals along
The soften'd atmosphere; pale star, to thee
I dedicate the lyre, whose influence
I would have sink upon the heart like thine.
 
    In such an hour as this, the bosom turns
Back to its early feelings; man forgets
His stern ambition and his worldly cares,
And woman loathes the petty vanities
That mar her nature's beauty; like the dew,
Shedding its sweetness o'er the sleeping flowers
Till all their morning freshness is revived,
Kindly affections, sad but yet sweet thoughts,
Melt the cold eyes, long, long unused to weep.
O lute of mine, that I shall wake no more!
Such tearful music, linger on thy strings,
Consecrate unto sorrow and to love;
Thy truth, thy tenderness, be all thy fame!
 
",Letitia Elizabeth Landon,"Living,Life Choices,Relationships,Friends & Enemies,Arts & Sciences,Poetry & Poets,Mythology & Folklore,Greek & Roman Mythology"
58,"
                    immediately motionless likeness
                ","
by going you have to be and
seek it
out
 
said the starlet in the shared volitional language of space and time
explanation thrashes round the thing but doesn’t touch it
the thing we know then as /style of thrashing/ or
ripples in the pond sufficient
in itself, she licks her tongue, it could be desired as a figure—
 
faithless as a class of examples
i found new objects swimming blankly in a common
sense, by going alone to listen
                                                to them
                         in the night
            light of their pool—
 
                                     to begin with life or stars
                                                              the spring as source or
                                                      season
                                         when to start—i love what you
                        said about the birds
                        as distance is required for attraction
                        & force keeps its distinctions
                        in a tall hull
                        called law—
                        clever in the style of depth in a painting
                        sumptuous for use, and briefly this
                        of fancy, pity, and devising,
                        wherefore as it is at the right door
                        make it language or rejoice
                        this is how you touch me in my other ghosts
                        & short of the occasion
                        just a frequent mist of atoms
                        all touching in the arms
                        like an error in the wish
 
",Kirsten Ihns,"Living,The Mind,Love,Desire,Arts & Sciences,Language & Linguistics"
59,"
                    Girl Soup
                ","
I get tired of being the one to make all the decisions so when they ask me where I want to eat, I say that I don’t care, I’d eat anything   at this point. Next thing I know, I am face to face with a bowl of Girl Soup and I just can’t bring myself. Some of us at the table are in a hurry to eat the soup, they are specifically trying to eat the  girls quickly because they seem to know that if you wait too long they turn into cyborgs or robots, and those are harder to chew. I can see that some of the girls are still alive and perhaps would like to be extracted from the soup, but when I squint I see that there are girls all over the floor with varying amounts of soup clinging to their clothes (you didn’t think they were naked, did you?) and so there goes that idea. Just at the moment I think I am running out of options, something comes over me and I take a deep breath and I do it, I jump right in there, that bowl of Girl Soup, no one is checking IDs or questioning my size or gender or race or voter affiliation, and I quick round up all the girls in the bowl into a large huddle. We have now obliterated two major problems: huddled together we are too large to eat, and also we’ve taken care of the problem of the eater.
 
",Sawako Nakayasu,"Activities,Eating & Drinking,Social Commentaries,Gender & Sexuality,Money & Economics"
60,,,,
61,"
                    I Ask My Grandmother What Trinidad Was Like in 1960
                ","
Paradise with a thousand stings, she replies.
Deep blue and blazing sky. Incessant cicadas,
scuttle of bug and roach. Fleas, mosquitos,
the threat of scorpions. Men leaning on doorposts,
crowding the bar. Smoking, drinking,
laughing descendants of slaves. Fire coral burns,
reef-edge barracudas. Truly lovely.
Matriarchal, she says, women with eight children
by many different men. The men would leave
as the spirit took them. I want
to know all the forces one can call spirit.
Tall, swaying fronds of the sugar cane fields.
Distant roar heralding a downpour. Snapping turtles.
Nearby shanty town, she says,
streets full of rubbish, rats in the gutter.
I admired the colonial-style homes, she says.
Colonial, I say.
Separate servant quarters and grounds
filled with samaan trees, the balconies overflowing
with hot-colored orchids and the locusts drawn close
by the palatial lights, colorful and clawing,
their hooks sunk deep into the bare skin of a sweating back.
",Megan Arlett,
62,"
                    Moonflowers
                ","
Tonight at dusk we linger by the fence
around the garden, watching the wound husks
of moonflowers unclench themselves slowly,
almost too slow for us to see their moving—
you notice only when you look away
and back, until the bloom decides,
or seems to decide, the tease is over,
and throws its petals backward like a sail
in wind, a suddenness about this as though
it screams, almost the way a newborn screams
at pain and want and cold, and I still hear
that cry in the shout across the garden
to say another flower is about to break.
I go to where my daughter stands, flowers
strung along the vine like Christmas lights,
one not yet lit. We praise the world by making
others see what we see. So now she points and feels
what must be pride when the bloom unlocks itself
from itself. And then she turns to look at me.
",James Davis May,
63,"
                    Origami
                ","
It starts
with a blank sheet,
an undanced floor,
 
air where no sound
erases the silence.
As soon as
 
you play the first note,
write down a word,
step onto the empty stage,
 
you've moved closer
to the creature inside.
Remember—
 
a square
can end up as frog, cardinal,
mantis, or fish.
 
You can make
what you want,
do what you wish.
",Joyce Sutphen,
64,"
                    Map of the New World
                ","



I Archipelagoes



At the end of this sentence, rain will begin.
At the rain's edge, a sail.
Slowly the sail will lose sight of islands;
into a mist will go the belief in harbours
of an entire race.
The ten-years war is finished.
Helen's hair, a grey cloud.
Troy, a white ashpit
by the drizzling sea.
The drizzle tightens like the strings of a harp.
A man with clouded eyes picks up the rain
and plucks the first line of the Odyssey.
 
",Derek Walcott,
65,"
                    Reading Another Poetry Book
                ","
I take her in my hands
I open her gently
I part her pages
I stare at her words
I want her letters in my mouth
I run my hand down her spine
I love reading her
I love making love to her
I let her fall asleep in my lap
",E. Ethelbert Miller,"Love,Desire,Arts & Sciences,Poetry & Poets,Reading & Books"
66,"
                    Follower
                ","
My father worked with a horse-plough,
His shoulders globed like a full sail strung
Between the shafts and the furrow.
The horses strained at his clicking tongue.
An expert. He would set the wing
And fit the bright steel-pointed sock.
The sod rolled over without breaking.
At the headrig, with a single pluck
Of reins, the sweating team turned round
And back into the land. His eye
Narrowed and angled at the ground,
Mapping the furrow exactly.
I stumbled in his hobnailed wake,
Fell sometimes on the polished sod;
Sometimes he rode me on his back
Dipping and rising to his plod.
I wanted to grow up and plough,
To close one eye, stiffen my arm.
All I ever did was follow
In his broad shadow round the farm.
I was a nuisance, tripping, falling,
Yapping always. But today
It is my father who keeps stumbling
Behind me, and will not go away
",Seamus Heaney,
67,"
                    The Widening Sky
                ","
I am so small walking on the beach
at night under the widening sky.
The wet sand quickens beneath my feet
and the waves thunder against the shore.
I am moving away from the boardwalk
with its colorful streamers of people
and the hotels with their blinking lights.
The wind sighs for hundreds of miles.
I am disappearing so far into the dark
I have vanished from sight.
I am a tiny seashell
that has secretly drifted ashore
and carries the sound of the ocean
surging through its body.
I am so small now no one can see me.
How can I be filled with such a vast love?
",Edward Hirsch,"Love,Desire,Nature,Seas, Rivers, & Streams"
68,"
                    Main Na Bhoolunga
                ","



Translation: “I won’t forget.”



my father: sideburns down the length of his face my age now & ripe my age now & alive his husky voice’s crackle like the night’s wind through corn fields of bell-bottoms fields of pomade my mother’s overlarge sunglasses crowded on her face crowded in the only english movie theater that plays amitabh bachchan my mother watching the blown-out screen the smoke spilling from light how he is able to be in all places at once all the places she can’t be the man on the screen a kind of god maybe a kind of god maybe my grief at all places at once replaying their every story a kind of god maybe my father’s nazar his long look his luck-laced lungs breathing my mom’s hands in the theater as they whisper next to my father’s the almost touch blood electric my father watching her his sideways glance on her thick eyelashes so long it’s as if she never blinks my father’s stomach blinks & blinks and a thousand amitabh bachchans blink his insides his heart pumps main na bhoolunga on beat main na bhoolunga in chorus main na bhoolunga the theater singing my mother’s ghost fingers on his palm & maybe this is what falling in love is like: a more handsome man jumbling the intestines a more handsome man belting the song to the woman with the long eyelashes in the theater & you—afraid to blink in case she disappears in case it was smoke this whole time.
",Fatimah Asghar,"Living,Death,Sorrow & Grieving,Time & Brevity,Love,Desire,Relationships,Family & Ancestors,Arts & Sciences,Photography & Film"
69,"
                    Diagnosis
                ","
So how will it end?
You want it straight?",Meena Alexander,"Living,Death,Health & Illness,The Body,Nature,Spring,Summer,Arts & Sciences,Poetry & Poets"
70,"
                    Ghazal: With Prayer
                ","
The herons were no longer safe in the sky. They flew with prayer,
then fell to us. We hid them from the cats. What to do with prayer?
Decades after the civil war, we enter the sniper’s hole, sew
the sandbags, read words for his boyfriend on the wall, true with prayer.
Write my name & invite me to a wedding. I want a parade
of cars with flashers on, each blinking red, two times two with prayer.
Dear Eurydice, what good a heart that can’t resist looking back?
Foolish, music-laden Orpheus. Almost saved you with prayer.
In the museum of memory, the missing accumulate.
They shoot out of the tiles like grass blades, damp & new with prayer.
I found a photo in a library book: lovers holding hands.
I felt chosen, then lost it. & I didn’t pursue with prayer.
When I interviewed God, I said I moved the plants toward the light,
forgot the water. Is love a lack, always imbued with prayer?
Tarot cards, make me beautiful. Abundance me, O Three of Cups,
spin luck O Wheel of Fortune, I’m through, I’m through, I’m through with prayer.
",Zeina Hashem Beck,"Living,Life Choices,Love,Heartache & Loss,Religion,Faith & Doubt,Social Commentaries,War & Conflict"
71,"
                    Come Back
                ","
I hate how I can’t keep this tremor inside, this mute
matter of being made extant, this shiver in being, in
no not-being, this wild flying up from the inner surge
and this crack in the apparatus espied around
the corner from my particular warble, this
quiver of dissolution in the pool of no single thing,
this break in the entity of the single, of not
a mistake in being made, this suffering of trying
to contain the infinite in language, this refusal
inextricable from its mass; this love, love of
love, this being only in your presence, this inability
not to err, rather the constitution of my broken image
caressed by this, this permission to submerge, this bigger
and bigger being, tremor of infinite allowances, this telos
of cataloging that which can never be disappeared.
",Rocket Caleshu,"Living,The Mind,Love,Arts & Sciences,Language & Linguistics"
72,"
                    Awl
                ","
A tool for piercing holes. Particularly in leather. A simple metal shaft. A knob of wood for handle, polished by its fit in the sinewy cradle of a leather-worker’s  palm. Likely the tool with which Louis Braille blinded himself as a child in France. An accident in his father’s saddle-making shop in the early years of the nineteenth century. Braille later invented a system of raised dots as a means of reading and writing for the blind. We don’t know much. Whether he was in the shop with his father or snuck in alone. Whether it was damp and rainy or whether the sun shone and brought to life the floating dust that always hung in the workshop air. Maybe it was just a little poke in the eye. A small tool, a small slip of the hand, a small injury. How a little fumble ends in blindness. It was decades before general anesthetic or antiseptics. Perhaps the doctor they rushed him to believed in the value of “laudable pus” in a wound. I don’t want to picture it. As a child, playing in his father’s saddle-making shop, did Louis Braille already know the names of the parts of a saddle—cantle, pommel, stirrup, tree? Did he know the smell and feel of each grade of leather? Of all the tools—punch and pincers, gouge and groover, chisel and awl—he chose awl. Likely the last thing he saw, a shine of metal galloping toward his eye. Is it accident that my tool for pressing hand-punched Braille is so much like a blunt, very small awl?
",Naomi Cohn,"Living,The Body,Activities,Jobs & Working,Arts & Sciences,Language & Linguistics"
73,"
                    Cell
                ","
The blood of language moves through the word cell from monk’s cell to prison cell to biological cell. I don’t know why a Braille cell is called a cell. I don’t know how many blood cells Louis Braille lost when the awl he was  playing with as a small child slipped and injured his eye.
Red blood cells live some hundred days before they are worn out by their silent hustle—looping and looping, pounded through the heart’s chambered cathedral, rushing out to the farthest reaches of the body with the good news of oxygen, squeezing single file along capillaries, like anxious deer probing their tracks through the woods. Rushing, silent, looping the circuits of the body. Again, again, again. Load iron. Dump iron. Load dump squeeze hustle.
Red blood cells pushed through the capillaries that pushed through my  retinas. They broke loose to run a green swarm in the corral of my eye. But that is history. Today cells still push through the capillaries fenced off by my calloused fingerprint. This one that I run over the Braille cell, the pattern of bumps.
—
A red blood cell is measured in microns. A solitary prison cell is measured in feet. Six feet by nine feet or less. I don’t know what the unit of measure is for how living in solitary changes a person. We know that living in a confined space, without access to the long view or landscape, changes the eye. The eye, for lack of practice, loses its ability to make out what lies in the distance. I don’t have a unit of measure for what this does to the heart.
—
A Braille cell is measured in spaces in a grid—two across by three down—that can be filled with a raised dot or bump. Different combinations of dots represent different letters, punctuation, symbols, shorthand.
—
The oldest cell I find in the dictionary is the monastic cell, a place for contemplation. From the concealed place where wine was stored. As in cellar. I find Braille contemplative. I touch my index finger to a bumpy piece of paper. My hand advances slowly left to right, the touch receptors in my finger triggered by the uneven contact of paper and skin. Messages run along nerves, finger-to-brain, brain-to-finger. Cognition sizzles. Mind notices this feels different than the pathway of sound in ear to auditory processing. Listening pulls me out into the world in an infinity of directions. Touching my reading educates me on my exact location in the world, feet in shoes, weight of foot on ground, weight of bones and flesh in chair.
",Naomi Cohn,"Living,The Body,The Mind,Religion,Christianity,The Spiritual,Arts & Sciences,Language & Linguistics,Reading & Books,Social Commentaries,Crime & Punishment"
